From,To,Type,Label,Id
section-020-4-1-8-orchestrator-runtime-state,claim-4-1-8-orchestrator-runtime-state-codexratelimits-latest-rate-limit-snapshot-from-agent-events,elaborates,elaborates,section-020-4-1-8-orchestrator-runtime-state->claim-4-1-8-orchestrator-runtime-state-codexratelimits-latest-rate-limit-snapshot-from-agent-events:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-issue-id,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-issue-id:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-use-for-tracker-lookups-and-internal-map-keys,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-use-for-tracker-lookups-and-internal-map-keys:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-issue-identifier,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-issue-identifier:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-use-for-human-readable-logs-and-workspace-naming,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-use-for-human-readable-logs-and-workspace-naming:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-workspace-key,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-workspace-key:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-derive-from-issue-identifier-by-replacing-any-character-not-in-a-za-z0-9-with,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-derive-from-issue-identifier-by-replacing-any-character-not-in-a-za-z0-9-with:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-use-the-sanitized-value-for-the-workspace-directory-name,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-use-the-sanitized-value-for-the-workspace-directory-name:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-normalized-issue-state,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-normalized-issue-state:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-compare-states-after-lowercase,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-compare-states-after-lowercase:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-session-id,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-session-id:elaborates
section-021-4-2-stable-identifiers-and-normalization-rules,claim-4-2-stable-identifiers-and-normalization-rules-compose-from-coding-agent-threadid-and-turnid-as-threadid-turnid,elaborates,elaborates,section-021-4-2-stable-identifiers-and-normalization-rules->claim-4-2-stable-identifiers-and-normalization-rules-compose-from-coding-agent-threadid-and-turnid-as-threadid-turnid:elaborates
section-023-5-1-file-discovery-and-path-resolution,claim-5-1-file-discovery-and-path-resolution-if-the-file-cannot-be-read-return-missingworkflowfile-error,elaborates,elaborates,section-023-5-1-file-discovery-and-path-resolution->claim-5-1-file-discovery-and-path-resolution-if-the-file-cannot-be-read-return-missingworkflowfile-error:elaborates
section-023-5-1-file-discovery-and-path-resolution,claim-5-1-file-discovery-and-path-resolution-the-workflow-file-is-expected-to-be-repository-owned-and-version-controlled,elaborates,elaborates,section-023-5-1-file-discovery-and-path-resolution->claim-5-1-file-discovery-and-path-resolution-the-workflow-file-is-expected-to-be-repository-owned-and-version-controlled:elaborates
section-024-5-2-file-format,requirement-5-2-file-format-workflow-md-is-a-markdown-file-with-optional-yaml-front-matter,elaborates,elaborates,section-024-5-2-file-format->requirement-5-2-file-format-workflow-md-is-a-markdown-file-with-optional-yaml-front-matter:elaborates
section-024-5-2-file-format,requirement-5-2-file-format-workflow-md-should-be-self-contained-enough-to-describe-and-run-different-workfl,elaborates,elaborates,section-024-5-2-file-format->requirement-5-2-file-format-workflow-md-should-be-self-contained-enough-to-describe-and-run-different-workfl:elaborates
section-024-5-2-file-format,claim-5-2-file-format-if-file-starts-with-parse-lines-until-the-next-as-yaml-front-matter,elaborates,elaborates,section-024-5-2-file-format->claim-5-2-file-format-if-file-starts-with-parse-lines-until-the-next-as-yaml-front-matter:elaborates
section-024-5-2-file-format,claim-5-2-file-format-remaining-lines-become-the-prompt-body,elaborates,elaborates,section-024-5-2-file-format->claim-5-2-file-format-remaining-lines-become-the-prompt-body:elaborates
section-024-5-2-file-format,claim-5-2-file-format-if-front-matter-is-absent-treat-the-entire-file-as-prompt-body-and-use-an-empty-,elaborates,elaborates,section-024-5-2-file-format->claim-5-2-file-format-if-front-matter-is-absent-treat-the-entire-file-as-prompt-body-and-use-an-empty-:elaborates
section-024-5-2-file-format,requirement-5-2-file-format-yaml-front-matter-must-decode-to-a-map-object-non-map-yaml-is-an-error,elaborates,elaborates,section-024-5-2-file-format->requirement-5-2-file-format-yaml-front-matter-must-decode-to-a-map-object-non-map-yaml-is-an-error:elaborates
section-024-5-2-file-format,claim-5-2-file-format-prompt-body-is-trimmed-before-use,elaborates,elaborates,section-024-5-2-file-format->claim-5-2-file-format-prompt-body-is-trimmed-before-use:elaborates
section-024-5-2-file-format,claim-5-2-file-format-config-front-matter-root-object-not-nested-under-a-config-key,elaborates,elaborates,section-024-5-2-file-format->claim-5-2-file-format-config-front-matter-root-object-not-nested-under-a-config-key:elaborates
section-024-5-2-file-format,claim-5-2-file-format-prompttemplate-trimmed-markdown-body,elaborates,elaborates,section-024-5-2-file-format->claim-5-2-file-format-prompttemplate-trimmed-markdown-body:elaborates
section-025-5-3-front-matter-schema,claim-5-3-front-matter-schema-tracker,elaborates,elaborates,section-025-5-3-front-matter-schema->claim-5-3-front-matter-schema-tracker:elaborates
section-025-5-3-front-matter-schema,claim-5-3-front-matter-schema-polling,elaborates,elaborates,section-025-5-3-front-matter-schema->claim-5-3-front-matter-schema-polling:elaborates
section-025-5-3-front-matter-schema,claim-5-3-front-matter-schema-workspace,elaborates,elaborates,section-025-5-3-front-matter-schema->claim-5-3-front-matter-schema-workspace:elaborates
section-025-5-3-front-matter-schema,claim-5-3-front-matter-schema-hooks,elaborates,elaborates,section-025-5-3-front-matter-schema->claim-5-3-front-matter-schema-hooks:elaborates
section-025-5-3-front-matter-schema,claim-5-3-front-matter-schema-agent,elaborates,elaborates,section-025-5-3-front-matter-schema->claim-5-3-front-matter-schema-agent:elaborates
section-025-5-3-front-matter-schema,claim-5-3-front-matter-schema-codex,elaborates,elaborates,section-025-5-3-front-matter-schema->claim-5-3-front-matter-schema-codex:elaborates
section-025-5-3-front-matter-schema,requirement-5-3-front-matter-schema-unknown-keys-should-be-ignored-for-forward-compatibility,elaborates,elaborates,section-025-5-3-front-matter-schema->requirement-5-3-front-matter-schema-unknown-keys-should-be-ignored-for-forward-compatibility:elaborates
section-025-5-3-front-matter-schema,requirement-5-3-front-matter-schema-the-workflow-front-matter-is-extensible-extensions-may-define-additional-top-lev,elaborates,elaborates,section-025-5-3-front-matter-schema->requirement-5-3-front-matter-schema-the-workflow-front-matter-is-extensible-extensions-may-define-additional-top-lev:elaborates
section-025-5-3-front-matter-schema,requirement-5-3-front-matter-schema-extensions-should-document-their-field-schema-defaults-validation-rules-and-whet,elaborates,elaborates,section-025-5-3-front-matter-schema->requirement-5-3-front-matter-schema-extensions-should-document-their-field-schema-defaults-validation-rules-and-whet:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-kind-string,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-kind-string:elaborates
section-026-5-3-1-tracker-object,requirement-5-3-1-tracker-object-required-for-dispatch,elaborates,elaborates,section-026-5-3-1-tracker-object->requirement-5-3-1-tracker-object-required-for-dispatch:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-current-supported-value-linear,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-current-supported-value-linear:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-endpoint-string,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-endpoint-string:elaborates
section-026-5-3-1-tracker-object,dependency-5-3-1-tracker-object-default-for-tracker-kind-linear-https-api-linear-app-graphql,elaborates,elaborates,section-026-5-3-1-tracker-object->dependency-5-3-1-tracker-object-default-for-tracker-kind-linear-https-api-linear-app-graphql:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-apikey-string,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-apikey-string:elaborates
section-026-5-3-1-tracker-object,requirement-5-3-1-tracker-object-may-be-a-literal-token-or-varname,elaborates,elaborates,section-026-5-3-1-tracker-object->requirement-5-3-1-tracker-object-may-be-a-literal-token-or-varname:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-canonical-environment-variable-for-tracker-kind-linear-linearapikey,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-canonical-environment-variable-for-tracker-kind-linear-linearapikey:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-if-varname-resolves-to-an-empty-string-treat-the-key-as-missing,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-if-varname-resolves-to-an-empty-string-treat-the-key-as-missing:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-projectslug-string,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-projectslug-string:elaborates
section-026-5-3-1-tracker-object,requirement-5-3-1-tracker-object-required-for-dispatch-when-tracker-kind-linear,elaborates,elaborates,section-026-5-3-1-tracker-object->requirement-5-3-1-tracker-object-required-for-dispatch-when-tracker-kind-linear:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-activestates-list-of-strings,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-activestates-list-of-strings:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-default-todo-in-progress,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-default-todo-in-progress:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-terminalstates-list-of-strings,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-terminalstates-list-of-strings:elaborates
section-026-5-3-1-tracker-object,claim-5-3-1-tracker-object-default-closed-cancelled-canceled-duplicate-done,elaborates,elaborates,section-026-5-3-1-tracker-object->claim-5-3-1-tracker-object-default-closed-cancelled-canceled-duplicate-done:elaborates
section-027-5-3-2-polling-object,claim-5-3-2-polling-object-intervalms-integer,elaborates,elaborates,section-027-5-3-2-polling-object->claim-5-3-2-polling-object-intervalms-integer:elaborates
section-027-5-3-2-polling-object,claim-5-3-2-polling-object-default-30000,elaborates,elaborates,section-027-5-3-2-polling-object->claim-5-3-2-polling-object-default-30000:elaborates
section-027-5-3-2-polling-object,requirement-5-3-2-polling-object-changes-should-be-re-applied-at-runtime-and-affect-future-tick-scheduling-withou,elaborates,elaborates,section-027-5-3-2-polling-object->requirement-5-3-2-polling-object-changes-should-be-re-applied-at-runtime-and-affect-future-tick-scheduling-withou:elaborates
section-028-5-3-3-workspace-object,claim-5-3-3-workspace-object-root-path-string-or-var,elaborates,elaborates,section-028-5-3-3-workspace-object->claim-5-3-3-workspace-object-root-path-string-or-var:elaborates
section-028-5-3-3-workspace-object,claim-5-3-3-workspace-object-default-system-temp-symphonyworkspaces,elaborates,elaborates,section-028-5-3-3-workspace-object->claim-5-3-3-workspace-object-default-system-temp-symphonyworkspaces:elaborates
section-028-5-3-3-workspace-object,claim-5-3-3-workspace-object-is-expanded,elaborates,elaborates,section-028-5-3-3-workspace-object->claim-5-3-3-workspace-object-is-expanded:elaborates
section-028-5-3-3-workspace-object,claim-5-3-3-workspace-object-relative-paths-are-resolved-relative-to-the-directory-containing-workflow-md,elaborates,elaborates,section-028-5-3-3-workspace-object->claim-5-3-3-workspace-object-relative-paths-are-resolved-relative-to-the-directory-containing-workflow-md:elaborates
section-028-5-3-3-workspace-object,claim-5-3-3-workspace-object-the-effective-workspace-root-is-normalized-to-an-absolute-path-before-use,elaborates,elaborates,section-028-5-3-3-workspace-object->claim-5-3-3-workspace-object-the-effective-workspace-root-is-normalized-to-an-absolute-path-before-use:elaborates
section-029-5-3-4-hooks-object,requirement-5-3-4-hooks-object-aftercreate-multiline-shell-script-string-optional,elaborates,elaborates,section-029-5-3-4-hooks-object->requirement-5-3-4-hooks-object-aftercreate-multiline-shell-script-string-optional:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-runs-only-when-a-workspace-directory-is-newly-created,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-runs-only-when-a-workspace-directory-is-newly-created:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-failure-aborts-workspace-creation,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-failure-aborts-workspace-creation:elaborates
section-029-5-3-4-hooks-object,requirement-5-3-4-hooks-object-beforerun-multiline-shell-script-string-optional,elaborates,elaborates,section-029-5-3-4-hooks-object->requirement-5-3-4-hooks-object-beforerun-multiline-shell-script-string-optional:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-runs-before-each-agent-attempt-after-workspace-preparation-and-before-launching-,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-runs-before-each-agent-attempt-after-workspace-preparation-and-before-launching-:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-failure-aborts-the-current-attempt,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-failure-aborts-the-current-attempt:elaborates
section-029-5-3-4-hooks-object,requirement-5-3-4-hooks-object-afterrun-multiline-shell-script-string-optional,elaborates,elaborates,section-029-5-3-4-hooks-object->requirement-5-3-4-hooks-object-afterrun-multiline-shell-script-string-optional:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-runs-after-each-agent-attempt-success-failure-timeout-or-cancellation-once-the-w,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-runs-after-each-agent-attempt-success-failure-timeout-or-cancellation-once-the-w:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-failure-is-logged-but-ignored,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-failure-is-logged-but-ignored:elaborates
section-029-5-3-4-hooks-object,requirement-5-3-4-hooks-object-beforeremove-multiline-shell-script-string-optional,elaborates,elaborates,section-029-5-3-4-hooks-object->requirement-5-3-4-hooks-object-beforeremove-multiline-shell-script-string-optional:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-runs-before-workspace-deletion-if-the-directory-exists,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-runs-before-workspace-deletion-if-the-directory-exists:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-failure-is-logged-but-ignored-cleanup-still-proceeds,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-failure-is-logged-but-ignored-cleanup-still-proceeds:elaborates
section-029-5-3-4-hooks-object,requirement-5-3-4-hooks-object-timeoutms-integer-optional,elaborates,elaborates,section-029-5-3-4-hooks-object->requirement-5-3-4-hooks-object-timeoutms-integer-optional:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-default-60000,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-default-60000:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-applies-to-all-workspace-hooks,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-applies-to-all-workspace-hooks:elaborates
section-029-5-3-4-hooks-object,claim-5-3-4-hooks-object-invalid-values-fail-configuration-validation,elaborates,elaborates,section-029-5-3-4-hooks-object->claim-5-3-4-hooks-object-invalid-values-fail-configuration-validation:elaborates
section-029-5-3-4-hooks-object,requirement-5-3-4-hooks-object-changes-should-be-re-applied-at-runtime-for-future-hook-executions,elaborates,elaborates,section-029-5-3-4-hooks-object->requirement-5-3-4-hooks-object-changes-should-be-re-applied-at-runtime-for-future-hook-executions:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-maxconcurrentagents-integer,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-maxconcurrentagents-integer:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-default-10,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-default-10:elaborates
section-030-5-3-5-agent-object,requirement-5-3-5-agent-object-changes-should-be-re-applied-at-runtime-and-affect-subsequent-dispatch-decisions,elaborates,elaborates,section-030-5-3-5-agent-object->requirement-5-3-5-agent-object-changes-should-be-re-applied-at-runtime-and-affect-subsequent-dispatch-decisions:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-maxturns-positive-integer,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-maxturns-positive-integer:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-default-20,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-default-20:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-limits-the-number-of-coding-agent-turns-within-one-worker-session,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-limits-the-number-of-coding-agent-turns-within-one-worker-session:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-invalid-values-fail-configuration-validation,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-invalid-values-fail-configuration-validation:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-maxretrybackoffms-integer,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-maxretrybackoffms-integer:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-default-300000-5-minutes,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-default-300000-5-minutes:elaborates
section-030-5-3-5-agent-object,requirement-5-3-5-agent-object-changes-should-be-re-applied-at-runtime-and-affect-future-retry-scheduling,elaborates,elaborates,section-030-5-3-5-agent-object->requirement-5-3-5-agent-object-changes-should-be-re-applied-at-runtime-and-affect-future-retry-scheduling:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-maxconcurrentagentsbystate-map-statename-positive-integer,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-maxconcurrentagentsbystate-map-statename-positive-integer:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-default-empty-map,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-default-empty-map:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-state-keys-are-normalized-lowercase-for-lookup,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-state-keys-are-normalized-lowercase-for-lookup:elaborates
section-030-5-3-5-agent-object,claim-5-3-5-agent-object-invalid-entries-non-positive-or-non-numeric-are-ignored,elaborates,elaborates,section-030-5-3-5-agent-object->claim-5-3-5-agent-object-invalid-entries-non-positive-or-non-numeric-are-ignored:elaborates
section-031-5-3-6-codex-object,requirement-5-3-6-codex-object-implementors-should-treat-them-as-pass-through-codex-config-values-rather-than-r,elaborates,elaborates,section-031-5-3-6-codex-object->requirement-5-3-6-codex-object-implementors-should-treat-them-as-pass-through-codex-config-values-rather-than-r:elaborates
section-031-5-3-6-codex-object,requirement-5-3-6-codex-object-implementations-may-validate-these,elaborates,elaborates,section-031-5-3-6-codex-object->requirement-5-3-6-codex-object-implementations-may-validate-these:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-command-string-shell-command,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-command-string-shell-command:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-default-codex-app-server,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-default-codex-app-server:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-the-runtime-launches-this-command-via-bash-lc-in-the-workspace-directory,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-the-runtime-launches-this-command-via-bash-lc-in-the-workspace-directory:elaborates
section-031-5-3-6-codex-object,requirement-5-3-6-codex-object-the-launched-process-must-speak-a-compatible-app-server-protocol-over-stdio,elaborates,elaborates,section-031-5-3-6-codex-object->requirement-5-3-6-codex-object-the-launched-process-must-speak-a-compatible-app-server-protocol-over-stdio:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-approvalpolicy-codex-askforapproval-value,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-approvalpolicy-codex-askforapproval-value:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-default-implementation-defined,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-default-implementation-defined:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-threadsandbox-codex-sandboxmode-value,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-threadsandbox-codex-sandboxmode-value:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-default-implementation-defined-2,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-default-implementation-defined-2:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-turnsandboxpolicy-codex-sandboxpolicy-value,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-turnsandboxpolicy-codex-sandboxpolicy-value:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-default-implementation-defined-3,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-default-implementation-defined-3:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-turntimeoutms-integer,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-turntimeoutms-integer:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-default-3600000-1-hour,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-default-3600000-1-hour:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-readtimeoutms-integer,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-readtimeoutms-integer:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-default-5000,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-default-5000:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-stalltimeoutms-integer,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-stalltimeoutms-integer:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-default-300000-5-minutes,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-default-300000-5-minutes:elaborates
section-031-5-3-6-codex-object,claim-5-3-6-codex-object-if-0-stall-detection-is-disabled,elaborates,elaborates,section-031-5-3-6-codex-object->claim-5-3-6-codex-object-if-0-stall-detection-is-disabled:elaborates
section-032-5-4-prompt-template-contract,claim-5-4-prompt-template-contract-use-a-strict-template-engine-liquid-compatible-semantics-are-sufficient,elaborates,elaborates,section-032-5-4-prompt-template-contract->claim-5-4-prompt-template-contract-use-a-strict-template-engine-liquid-compatible-semantics-are-sufficient:elaborates
section-032-5-4-prompt-template-contract,requirement-5-4-prompt-template-contract-unknown-variables-must-fail-rendering,elaborates,elaborates,section-032-5-4-prompt-template-contract->requirement-5-4-prompt-template-contract-unknown-variables-must-fail-rendering:elaborates
section-032-5-4-prompt-template-contract,requirement-5-4-prompt-template-contract-unknown-filters-must-fail-rendering,elaborates,elaborates,section-032-5-4-prompt-template-contract->requirement-5-4-prompt-template-contract-unknown-filters-must-fail-rendering:elaborates
section-032-5-4-prompt-template-contract,claim-5-4-prompt-template-contract-issue-object,elaborates,elaborates,section-032-5-4-prompt-template-contract->claim-5-4-prompt-template-contract-issue-object:elaborates
section-032-5-4-prompt-template-contract,claim-5-4-prompt-template-contract-includes-all-normalized-issue-fields-including-labels-and-blockers,elaborates,elaborates,section-032-5-4-prompt-template-contract->claim-5-4-prompt-template-contract-includes-all-normalized-issue-fields-including-labels-and-blockers:elaborates
section-032-5-4-prompt-template-contract,claim-5-4-prompt-template-contract-attempt-integer-or-null,elaborates,elaborates,section-032-5-4-prompt-template-contract->claim-5-4-prompt-template-contract-attempt-integer-or-null:elaborates
section-032-5-4-prompt-template-contract,claim-5-4-prompt-template-contract-null-absent-on-first-attempt,elaborates,elaborates,section-032-5-4-prompt-template-contract->claim-5-4-prompt-template-contract-null-absent-on-first-attempt:elaborates
section-032-5-4-prompt-template-contract,claim-5-4-prompt-template-contract-integer-on-retry-or-continuation-run,elaborates,elaborates,section-032-5-4-prompt-template-contract->claim-5-4-prompt-template-contract-integer-on-retry-or-continuation-run:elaborates
section-032-5-4-prompt-template-contract,requirement-5-4-prompt-template-contract-if-the-workflow-prompt-body-is-empty-the-runtime-may-use-a-minimal-default-promp,elaborates,elaborates,section-032-5-4-prompt-template-contract->requirement-5-4-prompt-template-contract-if-the-workflow-prompt-body-is-empty-the-runtime-may-use-a-minimal-default-promp:elaborates
section-032-5-4-prompt-template-contract,requirement-5-4-prompt-template-contract-workflow-file-read-parse-failures-are-configuration-validation-errors-and-should,elaborates,elaborates,section-032-5-4-prompt-template-contract->requirement-5-4-prompt-template-contract-workflow-file-read-parse-failures-are-configuration-validation-errors-and-should:elaborates
section-033-5-5-workflow-validation-and-error-surface,test-5-5-workflow-validation-and-error-surface-missingworkflowfile,elaborates,elaborates,section-033-5-5-workflow-validation-and-error-surface->test-5-5-workflow-validation-and-error-surface-missingworkflowfile:elaborates
section-033-5-5-workflow-validation-and-error-surface,test-5-5-workflow-validation-and-error-surface-workflowparseerror,elaborates,elaborates,section-033-5-5-workflow-validation-and-error-surface->test-5-5-workflow-validation-and-error-surface-workflowparseerror:elaborates
section-033-5-5-workflow-validation-and-error-surface,test-5-5-workflow-validation-and-error-surface-workflowfrontmatternotamap,elaborates,elaborates,section-033-5-5-workflow-validation-and-error-surface->test-5-5-workflow-validation-and-error-surface-workflowfrontmatternotamap:elaborates
section-033-5-5-workflow-validation-and-error-surface,test-5-5-workflow-validation-and-error-surface-templateparseerror-during-prompt-rendering,elaborates,elaborates,section-033-5-5-workflow-validation-and-error-surface->test-5-5-workflow-validation-and-error-surface-templateparseerror-during-prompt-rendering:elaborates
section-033-5-5-workflow-validation-and-error-surface,test-5-5-workflow-validation-and-error-surface-templaterendererror-unknown-variable-filter-invalid-interpolation,elaborates,elaborates,section-033-5-5-workflow-validation-and-error-surface->test-5-5-workflow-validation-and-error-surface-templaterendererror-unknown-variable-filter-invalid-interpolation:elaborates
